"","topic","language","term","platform","done"
"2022","Migrants stranded Colombia border","de","Migranten an der Grenze zu Kolumbien gestrandet","youtube","True"
"2023","Migrants stranded Colombia border","de","Migranten an der Grenze zu Kolumbien gestrandet","dailymotion","True"
"2024","Migrants stranded Colombia border","jp","移民はコロンビア国境を立ち往生","youtube","True"
"2025","Migrants stranded Colombia border","jp","移民はコロンビア国境を立ち往生","dailymotion","True"
"2026","Migrants stranded Colombia border","id","Migran terdampar di perbatasan Kolombia","youtube","True"
"2027","Migrants stranded Colombia border","id","Migran terdampar di perbatasan Kolombia","dailymotion","True"
"2028","Man set himself on fire in front of government","en","Man set himself on fire in front of government","youtube","True"
"2029","Man set himself on fire in front of government","en","Man set himself on fire in front of government","dailymotion","True"
"2030","Man set himself on fire in front of government","zh-cn","男子在政府面前自焚","youtube","True"
"2031","Man set himself on fire in front of government","zh-cn","男子在政府面前自焚","dailymotion","True"
"2032","Man set himself on fire in front of government","hi","सरकार के सामने आदमी ने खुद को आग लगाई","youtube","True"
"2033","Man set himself on fire in front of government","hi","सरकार के सामने आदमी ने खुद को आग लगाई","dailymotion","True"
"2034","Man set himself on fire in front of government","es","Hombre se prendió fuego frente al gobierno","youtube","True"
"2035","Man set himself on fire in front of government","es","Hombre se prendió fuego frente al gobierno","dailymotion","True"
"2036","Man set himself on fire in front of government","ar","أضرم الرجل النار في نفسه أمام الحكومة","youtube","True"
"2037","Man set himself on fire in front of government","ar","أضرم الرجل النار في نفسه أمام الحكومة","dailymotion","True"
"2038","Man set himself on fire in front of government","bn","একজন মানুষ সরকারের সামনে নিজেকে পুড়িয়ে দিয়েছে","youtube","True"
"2039","Man set himself on fire in front of government","bn","একজন মানুষ সরকারের সামনে নিজেকে পুড়িয়ে দিয়েছে","dailymotion","True"
"2040","Man set himself on fire in front of government","fr","Un homme s'est immolé par le feu devant le gouvernement","youtube","True"
"2041","Man set himself on fire in front of government","fr","Un homme s'est immolé par le feu devant le gouvernement","dailymotion","True"
"2042","Man set himself on fire in front of government","ru","Человек поджег себя перед правительством","youtube","True"
"2043","Man set himself on fire in front of government","ru","Человек поджег себя перед правительством","dailymotion","True"
"2044","Man set himself on fire in front of government","pt","Homem ateou fogo a si mesmo na frente do governo","youtube","True"
"2045","Man set himself on fire in front of government","pt","Homem ateou fogo a si mesmo na frente do governo","dailymotion","True"
"2046","Man set himself on fire in front of government","ur","ایک شخص نے حکومت کے سامنے خود کو آگ لگا لی۔","youtube","True"
"2047","Man set himself on fire in front of government","ur","ایک شخص نے حکومت کے سامنے خود کو آگ لگا لی۔","dailymotion","True"
"2048","Man set himself on fire in front of government","de","Mann hat sich vor der Regierung angezündet","youtube","True"
"2049","Man set himself on fire in front of government","de","Mann hat sich vor der Regierung angezündet","dailymotion","True"
"2050","Man set himself on fire in front of government","jp","男は政府の前で火をつけた","youtube","True"
"2051","Man set himself on fire in front of government","jp","男は政府の前で火をつけた","dailymotion","True"
"2052","Man set himself on fire in front of government","id","Seorang pria membakar dirinya sendiri di depan pemerintah","youtube","True"
"2053","Man set himself on fire in front of government","id","Seorang pria membakar dirinya sendiri di depan pemerintah","dailymotion","True"
"2054","Foreign investment to prevent migration","en","Foreign investment to prevent migration","youtube","True"
"2055","Foreign investment to prevent migration","en","Foreign investment to prevent migration","dailymotion","True"
"2056","Foreign investment to prevent migration","zh-cn","外国投资防止移民","youtube","True"
"2057","Foreign investment to prevent migration","zh-cn","外国投资防止移民","dailymotion","True"
"2058","Foreign investment to prevent migration","hi","पलायन रोकने के लिए विदेशी निवेश","youtube","True"
"2059","Foreign investment to prevent migration","hi","पलायन रोकने के लिए विदेशी निवेश","dailymotion","True"
"2060","Foreign investment to prevent migration","es","Inversión extranjera para prevenir la migración","youtube","True"
"2061","Foreign investment to prevent migration","es","Inversión extranjera para prevenir la migración","dailymotion","True"
"2062","Foreign investment to prevent migration","ar","الاستثمار الأجنبي لمنع الهجرة","youtube","True"
"2063","Foreign investment to prevent migration","ar","الاستثمار الأجنبي لمنع الهجرة","dailymotion","True"
"2064","Foreign investment to prevent migration","bn","অভিবাসন রোধে বিদেশী বিনিয়োগ","youtube","True"
"2065","Foreign investment to prevent migration","bn","অভিবাসন রোধে বিদেশী বিনিয়োগ","dailymotion","True"
"2066","Foreign investment to prevent migration","fr","L'investissement étranger pour empêcher la migration","youtube","True"
"2067","Foreign investment to prevent migration","fr","L'investissement étranger pour empêcher la migration","dailymotion","True"
"2068","Foreign investment to prevent migration","ru","Иностранные инвестиции для предотвращения миграции","youtube","True"
"2069","Foreign investment to prevent migration","ru","Иностранные инвестиции для предотвращения миграции","dailymotion","True"
"2070","Foreign investment to prevent migration","pt","Investimento estrangeiro para evitar a migração","youtube","True"
"2071","Foreign investment to prevent migration","pt","Investimento estrangeiro para evitar a migração","dailymotion","True"
"2072","Foreign investment to prevent migration","ur","ہجرت کو روکنے کے لیے غیر ملکی سرمایہ کاری","youtube","True"
"2073","Foreign investment to prevent migration","ur","ہجرت کو روکنے کے لیے غیر ملکی سرمایہ کاری","dailymotion","True"
"2074","Foreign investment to prevent migration","de","Ausländische Investitionen zur Verhinderung von Migration","youtube","True"
"2075","Foreign investment to prevent migration","de","Ausländische Investitionen zur Verhinderung von Migration","dailymotion","True"
"2076","Foreign investment to prevent migration","jp","移住を防ぐための外国投資","youtube","True"
"2077","Foreign investment to prevent migration","jp","移住を防ぐための外国投資","dailymotion","True"
"2078","Foreign investment to prevent migration","id","Investasi asing untuk mencegah migrasi","youtube","True"
"2079","Foreign investment to prevent migration","id","Investasi asing untuk mencegah migrasi","dailymotion","True"
"2080","Salsa dancer became radical protester","en","Salsa dancer became radical protester","youtube","True"
"2081","Salsa dancer became radical protester","en","Salsa dancer became radical protester","dailymotion","True"
"2082","Salsa dancer became radical protester","zh-cn","萨尔萨舞者成为激进的抗议者","youtube","True"
"2083","Salsa dancer became radical protester","zh-cn","萨尔萨舞者成为激进的抗议者","dailymotion","True"
"2084","Salsa dancer became radical protester","hi","साल्सा नर्तकी बन गई कट्टरपंथी रक्षक","youtube","True"
"2085","Salsa dancer became radical protester","hi","साल्सा नर्तकी बन गई कट्टरपंथी रक्षक","dailymotion","True"
"2086","Salsa dancer became radical protester","es","Bailarina de salsa se convirtió en manifestante radical","youtube","True"
"2087","Salsa dancer became radical protester","es","Bailarina de salsa se convirtió en manifestante radical","dailymotion","True"
"2088","Salsa dancer became radical protester","ar","أصبحت راقصة السالسا من المتظاهرين الراديكاليين","youtube","True"
"2089","Salsa dancer became radical protester","ar","أصبحت راقصة السالسا من المتظاهرين الراديكاليين","dailymotion","True"
"2090","Salsa dancer became radical protester","bn","সালসা নৃত্যশিল্পী হয়ে উঠেছিল মৌলবাদী প্রতিবাদী","youtube","True"
"2091","Salsa dancer became radical protester","bn","সালসা নৃত্যশিল্পী হয়ে উঠেছিল মৌলবাদী প্রতিবাদী","dailymotion","True"
"2092","Salsa dancer became radical protester","fr","Une danseuse de salsa devenue manifestante radicale","youtube","True"
"2093","Salsa dancer became radical protester","fr","Une danseuse de salsa devenue manifestante radicale","dailymotion","True"
"2094","Salsa dancer became radical protester","ru","Танцовщица сальсы стала радикальной протестующей","youtube","True"
"2095","Salsa dancer became radical protester","ru","Танцовщица сальсы стала радикальной протестующей","dailymotion","True"
"2096","Salsa dancer became radical protester","pt","A dançarina de salsa tornou-se um manifestante radical","youtube","True"
"2097","Salsa dancer became radical protester","pt","A dançarina de salsa tornou-se um manifestante radical","dailymotion","True"
"2098","Salsa dancer became radical protester","ur","سالسا ڈانسر بنیاد پرست مظاہرین بن گئی۔","youtube","True"
"2099","Salsa dancer became radical protester","ur","سالسا ڈانسر بنیاد پرست مظاہرین بن گئی۔","dailymotion","True"
"2100","Salsa dancer became radical protester","de","Salsa-Tänzerin wurde radikaler Demonstrant","youtube","True"
"2101","Salsa dancer became radical protester","de","Salsa-Tänzerin wurde radikaler Demonstrant","dailymotion","True"
"2102","Salsa dancer became radical protester","jp","サルサダンサーは過激な抗議者になりました","youtube","True"
"2103","Salsa dancer became radical protester","jp","サルサダンサーは過激な抗議者になりました","dailymotion","True"
"2104","Salsa dancer became radical protester","id","Penari salsa menjadi pemrotes radikal","youtube","True"
"2105","Salsa dancer became radical protester","id","Penari salsa menjadi pemrotes radikal","dailymotion","True"
"2106","UK lorry driver crisis","en","UK lorry driver crisis","youtube","True"
"2107","UK lorry driver crisis","en","UK lorry driver crisis","dailymotion","True"
"2108","UK lorry driver crisis","zh-cn","英国货车司机危机","youtube","True"
"2109","UK lorry driver crisis","zh-cn","英国货车司机危机","dailymotion","True"
"2110","UK lorry driver crisis","hi","यूके लॉरी चालक संकट","youtube","True"
"2111","UK lorry driver crisis","hi","यूके लॉरी चालक संकट","dailymotion","True"
"2112","UK lorry driver crisis","es","Crisis de los conductores de camiones en el Reino Unido","youtube","True"
"2113","UK lorry driver crisis","es","Crisis de los conductores de camiones en el Reino Unido","dailymotion","True"
"2114","UK lorry driver crisis","ar","أزمة سائق الشاحنة في المملكة المتحدة","youtube","True"
"2115","UK lorry driver crisis","ar","أزمة سائق الشاحنة في المملكة المتحدة","dailymotion","True"
"2116","UK lorry driver crisis","bn","যুক্তরাজ্যের লরি চালক সংকট","youtube","True"
"2117","UK lorry driver crisis","bn","যুক্তরাজ্যের লরি চালক সংকট","dailymotion","True"
"2118","UK lorry driver crisis","fr","Crise des camionneurs au Royaume-Uni","youtube","True"
"2119","UK lorry driver crisis","fr","Crise des camionneurs au Royaume-Uni","dailymotion","True"
"2120","UK lorry driver crisis","ru","Кризис водителя грузовика в Великобритании","youtube","True"
"2121","UK lorry driver crisis","ru","Кризис водителя грузовика в Великобритании","dailymotion","True"
"2122","UK lorry driver crisis","pt","Crise do motorista de caminhão no Reino Unido","youtube","True"
"2123","UK lorry driver crisis","pt","Crise do motorista de caminhão no Reino Unido","dailymotion","True"
"2124","UK lorry driver crisis","ur","برطانیہ میں لاری ڈرائیور کا بحران","youtube","True"
"2125","UK lorry driver crisis","ur","برطانیہ میں لاری ڈرائیور کا بحران","dailymotion","True"
"2126","UK lorry driver crisis","de","Krise bei Lkw-Fahrern in Großbritannien","youtube","True"
"2127","UK lorry driver crisis","de","Krise bei Lkw-Fahrern in Großbritannien","dailymotion","True"
"2128","UK lorry driver crisis","jp","英国のトラック運転手の危機","youtube","True"
"2129","UK lorry driver crisis","jp","英国のトラック運転手の危機","dailymotion","True"
"2130","UK lorry driver crisis","id","Krisis pengemudi truk Inggris","youtube","True"
"2131","UK lorry driver crisis","id","Krisis pengemudi truk Inggris","dailymotion","True"
"2132","Dance Company Tiptoeing Abroad","en","Dance Company Tiptoeing Abroad","youtube","True"
"2133","Dance Company Tiptoeing Abroad","en","Dance Company Tiptoeing Abroad","dailymotion","True"
"2134","Dance Company Tiptoeing Abroad","zh-cn","国外舞团踮起脚尖","youtube","True"
"2135","Dance Company Tiptoeing Abroad","zh-cn","国外舞团踮起脚尖","dailymotion","True"
"2136","Dance Company Tiptoeing Abroad","hi","डांस कंपनी विदेश में टिपटोइंग","youtube","True"
"2137","Dance Company Tiptoeing Abroad","hi","डांस कंपनी विदेश में टिपटोइंग","dailymotion","True"
"2138","Dance Company Tiptoeing Abroad","es","Compañía de danza de puntillas en el extranjero","youtube","True"
"2139","Dance Company Tiptoeing Abroad","es","Compañía de danza de puntillas en el extranjero","dailymotion","True"
"2140","Dance Company Tiptoeing Abroad","ar","شركة الرقص Tiptoeing بالخارج","youtube","True"
"2141","Dance Company Tiptoeing Abroad","ar","شركة الرقص Tiptoeing بالخارج","dailymotion","True"
"2142","Dance Company Tiptoeing Abroad","bn","ডান্স কোম্পানি বিদেশে টিপটয়েং","youtube","True"
"2143","Dance Company Tiptoeing Abroad","bn","ডান্স কোম্পানি বিদেশে টিপটয়েং","dailymotion","True"
"2144","Dance Company Tiptoeing Abroad","fr","Compagnie de danse sur la pointe des pieds à l'étranger","youtube","True"
"2145","Dance Company Tiptoeing Abroad","fr","Compagnie de danse sur la pointe des pieds à l'étranger","dailymotion","True"
"2146","Dance Company Tiptoeing Abroad","ru","Танцевальная компания на цыпочках за границу","youtube","True"
"2147","Dance Company Tiptoeing Abroad","ru","Танцевальная компания на цыпочках за границу","dailymotion","True"
"2148","Dance Company Tiptoeing Abroad","pt","Companhia de dança na ponta dos pés","youtube","True"
"2149","Dance Company Tiptoeing Abroad","pt","Companhia de dança na ponta dos pés","dailymotion","True"
"2150","Dance Company Tiptoeing Abroad","ur","بیرون ملک ڈانس کمپنی۔","youtube","True"
"2151","Dance Company Tiptoeing Abroad","ur","بیرون ملک ڈانس کمپنی۔","dailymotion","True"
"2152","Dance Company Tiptoeing Abroad","de","Tanzkompanie auf Zehenspitzen im Ausland","youtube","True"
"2153","Dance Company Tiptoeing Abroad","de","Tanzkompanie auf Zehenspitzen im Ausland","dailymotion","True"
"2154","Dance Company Tiptoeing Abroad","jp","海外のダンスカンパニーつま先立ち","youtube","True"
"2155","Dance Company Tiptoeing Abroad","jp","海外のダンスカンパニーつま先立ち","dailymotion","True"
"2156","Dance Company Tiptoeing Abroad","id","Perusahaan Tari Berjingkat-Jingkat di Luar Negeri","youtube","True"
"2157","Dance Company Tiptoeing Abroad","id","Perusahaan Tari Berjingkat-Jingkat di Luar Negeri","dailymotion","True"
"2158","the World’s Greatest Dance Festival","en","the World’s Greatest Dance Festival","youtube","True"
"2159","the World’s Greatest Dance Festival","en","the World’s Greatest Dance Festival","dailymotion","True"
"2160","the World’s Greatest Dance Festival","zh-cn","世界上最盛大的舞蹈节","youtube","True"
"2161","the World’s Greatest Dance Festival","zh-cn","世界上最盛大的舞蹈节","dailymotion","True"
"2162","the World’s Greatest Dance Festival","hi","दुनिया का सबसे बड़ा नृत्य महोत्सव","youtube","True"
"2163","the World’s Greatest Dance Festival","hi","दुनिया का सबसे बड़ा नृत्य महोत्सव","dailymotion","True"
"2164","the World’s Greatest Dance Festival","es","el festival de danza más grande del mundo","youtube","True"
"2165","the World’s Greatest Dance Festival","es","el festival de danza más grande del mundo","dailymotion","True"
"2166","the World’s Greatest Dance Festival","ar","أعظم مهرجان للرقص في العالم","youtube","True"
"2167","the World’s Greatest Dance Festival","ar","أعظم مهرجان للرقص في العالم","dailymotion","True"
"2168","the World’s Greatest Dance Festival","bn","বিশ্বের সর্বশ্রেষ্ঠ নৃত্য উৎসব","youtube","True"
"2169","the World’s Greatest Dance Festival","bn","বিশ্বের সর্বশ্রেষ্ঠ নৃত্য উৎসব","dailymotion","True"
"2170","the World’s Greatest Dance Festival","fr","le plus grand festival de danse du monde","youtube","True"
"2171","the World’s Greatest Dance Festival","fr","le plus grand festival de danse du monde","dailymotion","True"
"2172","the World’s Greatest Dance Festival","ru","величайший танцевальный фестиваль в мире","youtube","True"
"2173","the World’s Greatest Dance Festival","ru","величайший танцевальный фестиваль в мире","dailymotion","True"
"2174","the World’s Greatest Dance Festival","pt","o maior festival de dança do mundo","youtube","True"
"2175","the World’s Greatest Dance Festival","pt","o maior festival de dança do mundo","dailymotion","True"
"2176","the World’s Greatest Dance Festival","ur","دنیا کا سب سے بڑا ڈانس فیسٹیول","youtube","True"
"2177","the World’s Greatest Dance Festival","ur","دنیا کا سب سے بڑا ڈانس فیسٹیول","dailymotion","True"
"2178","the World’s Greatest Dance Festival","de","das größte Tanzfestival der Welt","youtube","True"
"2179","the World’s Greatest Dance Festival","de","das größte Tanzfestival der Welt","dailymotion","True"
"2180","the World’s Greatest Dance Festival","jp","世界最大のダンスフェスティバル","youtube","True"
"2181","the World’s Greatest Dance Festival","jp","世界最大のダンスフェスティバル","dailymotion","True"
"2182","the World’s Greatest Dance Festival","id","Festival Tari Terhebat di Dunia","youtube","True"
"2183","the World’s Greatest Dance Festival","id","Festival Tari Terhebat di Dunia","dailymotion","True"
"2184","São Paulo for Dance Lovers","en","São Paulo for Dance Lovers","youtube","True"
"2185","São Paulo for Dance Lovers","en","São Paulo for Dance Lovers","dailymotion","True"
"2186","São Paulo for Dance Lovers","zh-cn","圣保罗舞蹈爱好者","youtube","True"
"2187","São Paulo for Dance Lovers","zh-cn","圣保罗舞蹈爱好者","dailymotion","True"
"2188","São Paulo for Dance Lovers","hi","नृत्य प्रेमियों के लिए साओ पाउलो","youtube","True"
"2189","São Paulo for Dance Lovers","hi","नृत्य प्रेमियों के लिए साओ पाउलो","dailymotion","True"
"2190","São Paulo for Dance Lovers","es","São Paulo para los amantes de la danza","youtube","True"
"2191","São Paulo for Dance Lovers","es","São Paulo para los amantes de la danza","dailymotion","True"
"2192","São Paulo for Dance Lovers","ar","ساو باولو لعشاق الرقص","youtube","True"
"2193","São Paulo for Dance Lovers","ar","ساو باولو لعشاق الرقص","dailymotion","True"
"2194","São Paulo for Dance Lovers","bn","নাচ প্রেমীদের জন্য সাও পাওলো","youtube","True"
"2195","São Paulo for Dance Lovers","bn","নাচ প্রেমীদের জন্য সাও পাওলো","dailymotion","True"
"2196","São Paulo for Dance Lovers","fr","São Paulo pour les amateurs de danse","youtube","True"
"2197","São Paulo for Dance Lovers","fr","São Paulo pour les amateurs de danse","dailymotion","True"
"2198","São Paulo for Dance Lovers","ru","Сан-Паулу для любителей танцев","youtube","True"
"2199","São Paulo for Dance Lovers","ru","Сан-Паулу для любителей танцев","dailymotion","True"
"2200","São Paulo for Dance Lovers","pt","São Paulo para os amantes da dança","youtube","True"
"2201","São Paulo for Dance Lovers","pt","São Paulo para os amantes da dança","dailymotion","True"
"2202","São Paulo for Dance Lovers","ur","رقص سے محبت کرنے والوں کے لیے ساؤ پالو۔","youtube","True"
"2203","São Paulo for Dance Lovers","ur","رقص سے محبت کرنے والوں کے لیے ساؤ پالو۔","dailymotion","True"
"2204","São Paulo for Dance Lovers","de","São Paulo für Tanzliebhaber","youtube","True"
"2205","São Paulo for Dance Lovers","de","São Paulo für Tanzliebhaber","dailymotion","True"
"2206","São Paulo for Dance Lovers","jp","ダンス愛好家のためのサンパウロ","youtube","True"
"2207","São Paulo for Dance Lovers","jp","ダンス愛好家のためのサンパウロ","dailymotion","True"
"2208","São Paulo for Dance Lovers","id","São Paulo untuk Pecinta Tari","youtube","True"
"2209","São Paulo for Dance Lovers","id","São Paulo untuk Pecinta Tari","dailymotion","True"
"2210","Places to Bust a Move","en","Places to Bust a Move","youtube","True"
"2211","Places to Bust a Move","en","Places to Bust a Move","dailymotion","True"
"2212","Places to Bust a Move","zh-cn","停止移动的地方","youtube","True"
"2213","Places to Bust a Move","zh-cn","停止移动的地方","dailymotion","True"
"2214","Places to Bust a Move","hi","एक कदम बस्ट करने के लिए स्थान","youtube","True"
"2215","Places to Bust a Move","hi","एक कदम बस्ट करने के लिए स्थान","dailymotion","True"
"2216","Places to Bust a Move","es","Lugares para hacer un movimiento","youtube","True"
"2217","Places to Bust a Move","es","Lugares para hacer un movimiento","dailymotion","True"
"2218","Places to Bust a Move","ar","أماكن لكسر حركة","youtube","True"
"2219","Places to Bust a Move","ar","أماكن لكسر حركة","dailymotion","True"
"2220","Places to Bust a Move","bn","স্থান সরানো একটি সরানো","youtube","True"
"2221","Places to Bust a Move","bn","স্থান সরানো একটি সরানো","dailymotion","True"
"2222","Places to Bust a Move","fr","Endroits pour faire un pas en avant","youtube","True"
"2223","Places to Bust a Move","fr","Endroits pour faire un pas en avant","dailymotion","True"
"2224","Places to Bust a Move","ru","Места для переезда","youtube","True"
"2225","Places to Bust a Move","ru","Места для переезда","dailymotion","True"
"2226","Places to Bust a Move","pt","Lugares para estourar uma mudança","youtube","True"
"2227","Places to Bust a Move","pt","Lugares para estourar uma mudança","dailymotion","True"
"2228","Places to Bust a Move","ur","مقامات کو چکنا چور کرنے کے لیے۔","youtube","True"
"2229","Places to Bust a Move","ur","مقامات کو چکنا چور کرنے کے لیے۔","dailymotion","True"
"2230","Places to Bust a Move","de","Orte, um einen Zug zu machen","youtube","True"
"2231","Places to Bust a Move","de","Orte, um einen Zug zu machen","dailymotion","True"
"2232","Places to Bust a Move","jp","動きをバストする場所","youtube","True"
"2233","Places to Bust a Move","jp","動きをバストする場所","dailymotion","True"
"2234","Places to Bust a Move","id","Tempat untuk Menghancurkan Pindah","youtube","True"
"2235","Places to Bust a Move","id","Tempat untuk Menghancurkan Pindah","dailymotion","True"
"2236","Tela joins movement to repeal Development Zones","en","Tela joins movement to repeal Development Zones","youtube","True"
"2237","Tela joins movement to repeal Development Zones","en","Tela joins movement to repeal Development Zones","dailymotion","True"
"2238","Tela joins movement to repeal Development Zones","zh-cn","特拉加入运动废除开发区","youtube","True"
"2239","Tela joins movement to repeal Development Zones","zh-cn","特拉加入运动废除开发区","dailymotion","True"
"2240","Tela joins movement to repeal Development Zones","hi","विकास क्षेत्रों को निरस्त करने के आंदोलन में शामिल हुआ तेला","youtube","True"
"2241","Tela joins movement to repeal Development Zones","hi","विकास क्षेत्रों को निरस्त करने के आंदोलन में शामिल हुआ तेला","dailymotion","True"
"2242","Tela joins movement to repeal Development Zones","es","Tela se suma al movimiento para derogar Zonas de Desarrollo","youtube","True"
"2243","Tela joins movement to repeal Development Zones","es","Tela se suma al movimiento para derogar Zonas de Desarrollo","dailymotion","True"
"2244","Tela joins movement to repeal Development Zones","ar","تنضم Tela إلى حركة إلغاء مناطق التنمية","youtube","True"
"2245","Tela joins movement to repeal Development Zones","ar","تنضم Tela إلى حركة إلغاء مناطق التنمية","dailymotion","True"
"2246","Tela joins movement to repeal Development Zones","bn","ডেভেলপমেন্ট জোন বাতিলের আন্দোলনে যোগ দেয় তেলা","youtube","True"
"2247","Tela joins movement to repeal Development Zones","bn","ডেভেলপমেন্ট জোন বাতিলের আন্দোলনে যোগ দেয় তেলা","dailymotion","True"
"2248","Tela joins movement to repeal Development Zones","fr","Tela rejoint le mouvement pour abroger les zones de développement","youtube","True"
"2249","Tela joins movement to repeal Development Zones","fr","Tela rejoint le mouvement pour abroger les zones de développement","dailymotion","True"
"2250","Tela joins movement to repeal Development Zones","ru","Tela присоединяется к движению за отмену зон развития","youtube","True"
"2251","Tela joins movement to repeal Development Zones","ru","Tela присоединяется к движению за отмену зон развития","dailymotion","True"
"2252","Tela joins movement to repeal Development Zones","pt","Tela junta-se ao movimento para revogar Zonas de Desenvolvimento","youtube","True"
"2253","Tela joins movement to repeal Development Zones","pt","Tela junta-se ao movimento para revogar Zonas de Desenvolvimento","dailymotion","True"
"2254","Tela joins movement to repeal Development Zones","ur","ٹیلا ترقیاتی زونوں کو منسوخ کرنے کی تحریک میں شامل ہو گیا۔","youtube","True"
"2255","Tela joins movement to repeal Development Zones","ur","ٹیلا ترقیاتی زونوں کو منسوخ کرنے کی تحریک میں شامل ہو گیا۔","dailymotion","True"
"2256","Tela joins movement to repeal Development Zones","de","Tela schließt sich der Bewegung an, um Entwicklungszonen aufzuheben","youtube","True"
"2257","Tela joins movement to repeal Development Zones","de","Tela schließt sich der Bewegung an, um Entwicklungszonen aufzuheben","dailymotion","True"
"2258","Tela joins movement to repeal Development Zones","jp","テラは開発ゾーンを廃止する運動に参加します","youtube","True"
"2259","Tela joins movement to repeal Development Zones","jp","テラは開発ゾーンを廃止する運動に参加します","dailymotion","True"
"2260","Tela joins movement to repeal Development Zones","id","Tela bergabung dengan gerakan untuk mencabut Zona Pengembangan","youtube","True"
"2261","Tela joins movement to repeal Development Zones","id","Tela bergabung dengan gerakan untuk mencabut Zona Pengembangan","dailymotion","True"
"2262","Bolsonaro rejects restrictions on movement","en","Bolsonaro rejects restrictions on movement","youtube","True"
"2263","Bolsonaro rejects restrictions on movement","en","Bolsonaro rejects restrictions on movement","dailymotion","True"
"2264","Bolsonaro rejects restrictions on movement","zh-cn","博尔索纳罗拒绝限制行动","youtube","True"
"2265","Bolsonaro rejects restrictions on movement","zh-cn","博尔索纳罗拒绝限制行动","dailymotion","True"
"2266","Bolsonaro rejects restrictions on movement","hi","बोल्सोनारो ने आवाजाही पर प्रतिबंध को खारिज किया","youtube","True"
"2267","Bolsonaro rejects restrictions on movement","hi","बोल्सोनारो ने आवाजाही पर प्रतिबंध को खारिज किया","dailymotion","True"
"2268","Bolsonaro rejects restrictions on movement","es","Bolsonaro rechaza restricciones a la circulación","youtube","True"
"2269","Bolsonaro rejects restrictions on movement","es","Bolsonaro rechaza restricciones a la circulación","dailymotion","True"
"2270","Bolsonaro rejects restrictions on movement","ar","بولسونارو يرفض القيود المفروضة على الحركة","youtube","True"
"2271","Bolsonaro rejects restrictions on movement","ar","بولسونارو يرفض القيود المفروضة على الحركة","dailymotion","True"
"2272","Bolsonaro rejects restrictions on movement","bn","বলসোনারো চলাচলে বিধিনিষেধ প্রত্যাখ্যান করেছেন","youtube","True"
"2273","Bolsonaro rejects restrictions on movement","bn","বলসোনারো চলাচলে বিধিনিষেধ প্রত্যাখ্যান করেছেন","dailymotion","True"
"2274","Bolsonaro rejects restrictions on movement","fr","Bolsonaro rejette les restrictions de mouvement","youtube","True"
"2275","Bolsonaro rejects restrictions on movement","fr","Bolsonaro rejette les restrictions de mouvement","dailymotion","True"
"2276","Bolsonaro rejects restrictions on movement","ru","Болсонару отвергает ограничения на передвижение","youtube","True"
"2277","Bolsonaro rejects restrictions on movement","ru","Болсонару отвергает ограничения на передвижение","dailymotion","True"
"2278","Bolsonaro rejects restrictions on movement","pt","Bolsonaro rejeita restrições ao movimento","youtube","True"
"2279","Bolsonaro rejects restrictions on movement","pt","Bolsonaro rejeita restrições ao movimento","dailymotion","True"
"2280","Bolsonaro rejects restrictions on movement","ur","بولسنارو نقل و حرکت پر پابندی کو مسترد کرتے ہیں۔","youtube","True"
"2281","Bolsonaro rejects restrictions on movement","ur","بولسنارو نقل و حرکت پر پابندی کو مسترد کرتے ہیں۔","dailymotion","True"
"2282","Bolsonaro rejects restrictions on movement","de","Bolsonaro lehnt Bewegungseinschränkungen ab","youtube","True"
"2283","Bolsonaro rejects restrictions on movement","de","Bolsonaro lehnt Bewegungseinschränkungen ab","dailymotion","True"
"2284","Bolsonaro rejects restrictions on movement","jp","ボルソナロは動きの制限を拒否します","youtube","True"
"2285","Bolsonaro rejects restrictions on movement","jp","ボルソナロは動きの制限を拒否します","dailymotion","True"
"2286","Bolsonaro rejects restrictions on movement","id","Bolsonaro menolak pembatasan pergerakan","youtube","True"
"2287","Bolsonaro rejects restrictions on movement","id","Bolsonaro menolak pembatasan pergerakan","dailymotion","True"
"2288","Bong cloud chess opening","en","Bong cloud chess opening","youtube","True"
"2289","Bong cloud chess opening","en","Bong cloud chess opening","dailymotion","True"
"2290","Bong cloud chess opening","zh-cn","奉云棋开局","youtube","True"
"2291","Bong cloud chess opening","zh-cn","奉云棋开局","dailymotion","True"
"2292","Bong cloud chess opening","hi","बोंग क्लाउड शतरंज का उद्घाटन","youtube","True"
"2293","Bong cloud chess opening","hi","बोंग क्लाउड शतरंज का उद्घाटन","dailymotion","True"
"2294","Bong cloud chess opening","es","Apertura de ajedrez de nube Bong","youtube","True"
"2295","Bong cloud chess opening","es","Apertura de ajedrez de nube Bong","dailymotion","True"
"2296","Bong cloud chess opening","ar","فتح الشطرنج سحابة بونغ","youtube","True"
"2297","Bong cloud chess opening","ar","فتح الشطرنج سحابة بونغ","dailymotion","True"
"2298","Bong cloud chess opening","bn","বং মেঘ দাবা খোলার","youtube","True"
"2299","Bong cloud chess opening","bn","বং মেঘ দাবা খোলার","dailymotion","True"
"2300","Bong cloud chess opening","fr","Ouverture d'échecs de nuage de bang","youtube","True"
"2301","Bong cloud chess opening","fr","Ouverture d'échecs de nuage de bang","dailymotion","True"
"2302","Bong cloud chess opening","ru","Дебют Bong Cloud Chess","youtube","True"
"2303","Bong cloud chess opening","ru","Дебют Bong Cloud Chess","dailymotion","True"
"2304","Bong cloud chess opening","pt","Bong na nuvem de xadrez de abertura","youtube","True"
