"","topic","language","term","platform","done"
"1257","Amazon basin emits","ar","ينبعث من حوض الأمازون","dailymotion","False"
"1258","Amazon basin emits","bn","আমাজন বেসিন নির্গত হয়","youtube","False"
"1259","Amazon basin emits","bn","আমাজন বেসিন নির্গত হয়","dailymotion","False"
"1260","Amazon basin emits","fr","Le bassin amazonien émet","youtube","False"
"1261","Amazon basin emits","fr","Le bassin amazonien émet","dailymotion","False"
"1262","Amazon basin emits","ru","Бассейн Амазонки излучает","youtube","False"
"1263","Amazon basin emits","ru","Бассейн Амазонки излучает","dailymotion","False"
"1264","Amazon basin emits","pt","Bacia amazônica emite","youtube","False"
"1265","Amazon basin emits","pt","Bacia amazônica emite","dailymotion","False"
"1266","Amazon basin emits","ur","ایمیزون بیسن خارج کرتا ہے۔","youtube","False"
"1267","Amazon basin emits","ur","ایمیزون بیسن خارج کرتا ہے۔","dailymotion","False"
"1268","Amazon basin emits","de","Amazonasbecken emittiert","youtube","False"
"1269","Amazon basin emits","de","Amazonasbecken emittiert","dailymotion","False"
"1270","Amazon basin emits","jp","アマゾン盆地は放出します","youtube","False"
"1271","Amazon basin emits","jp","アマゾン盆地は放出します","dailymotion","False"
"1272","Amazon basin emits","id","Cekungan Amazon memancarkan","youtube","False"
"1273","Amazon basin emits","id","Cekungan Amazon memancarkan","dailymotion","False"
"1274","Drilling Mars","en","Drilling Mars","youtube","False"
"1275","Drilling Mars","en","Drilling Mars","dailymotion","False"
"1276","Drilling Mars","zh-cn","钻火星","youtube","False"
"1277","Drilling Mars","zh-cn","钻火星","dailymotion","False"
"1278","Drilling Mars","hi","ड्रिलिंग मंगल","youtube","False"
"1279","Drilling Mars","hi","ड्रिलिंग मंगल","dailymotion","False"
"1280","Drilling Mars","es","Perforando Marte","youtube","False"
"1281","Drilling Mars","es","Perforando Marte","dailymotion","False"
"1282","Drilling Mars","ar","حفر المريخ","youtube","False"
"1283","Drilling Mars","ar","حفر المريخ","dailymotion","False"
"1284","Drilling Mars","bn","ড্রিলিং মঙ্গল","youtube","False"
"1285","Drilling Mars","bn","ড্রিলিং মঙ্গল","dailymotion","False"
"1286","Drilling Mars","fr","Forer Mars","youtube","False"
"1287","Drilling Mars","fr","Forer Mars","dailymotion","False"
"1288","Drilling Mars","ru","Бурение Марса","youtube","False"
"1289","Drilling Mars","ru","Бурение Марса","dailymotion","False"
"1290","Drilling Mars","pt","Perfurando Marte","youtube","False"
"1291","Drilling Mars","pt","Perfurando Marte","dailymotion","False"
"1292","Drilling Mars","ur","مریخ کی سوراخ کرنا۔","youtube","False"
"1293","Drilling Mars","ur","مریخ کی سوراخ کرنا۔","dailymotion","False"
"1294","Drilling Mars","de","Bohren Mars","youtube","False"
"1295","Drilling Mars","de","Bohren Mars","dailymotion","False"
"1296","Drilling Mars","jp","火星の掘削","youtube","False"
"1297","Drilling Mars","jp","火星の掘削","dailymotion","False"
"1298","Drilling Mars","id","Pengeboran Mars","youtube","False"
"1299","Drilling Mars","id","Pengeboran Mars","dailymotion","False"
"1300","Rover drills Mars","en","Rover drills Mars","youtube","False"
"1301","Rover drills Mars","en","Rover drills Mars","dailymotion","False"
"1302","Rover drills Mars","zh-cn","漫游者钻火星","youtube","False"
"1303","Rover drills Mars","zh-cn","漫游者钻火星","dailymotion","False"
"1304","Rover drills Mars","hi","रोवर ने मंगल का अभ्यास किया","youtube","False"
"1305","Rover drills Mars","hi","रोवर ने मंगल का अभ्यास किया","dailymotion","False"
"1306","Rover drills Mars","es","Rover perfora Marte","youtube","False"
"1307","Rover drills Mars","es","Rover perfora Marte","dailymotion","False"
"1308","Rover drills Mars","ar","روفر تدرب على كوكب المريخ","youtube","False"
"1309","Rover drills Mars","ar","روفر تدرب على كوكب المريخ","dailymotion","False"
"1310","Rover drills Mars","bn","রোভার মঙ্গলে ড্রিল করে","youtube","False"
"1311","Rover drills Mars","bn","রোভার মঙ্গলে ড্রিল করে","dailymotion","False"
"1312","Rover drills Mars","fr","Rover perce Mars","youtube","False"
"1313","Rover drills Mars","fr","Rover perce Mars","dailymotion","False"
"1314","Rover drills Mars","ru","Ровер сверлит Марс","youtube","False"
"1315","Rover drills Mars","ru","Ровер сверлит Марс","dailymotion","False"
"1316","Rover drills Mars","pt","Rover perfura Marte","youtube","False"
"1317","Rover drills Mars","pt","Rover perfura Marte","dailymotion","False"
"1318","Rover drills Mars","ur","روور مریخ پر ڈرل کرتا ہے۔","youtube","False"
"1319","Rover drills Mars","ur","روور مریخ پر ڈرل کرتا ہے۔","dailymotion","False"
"1320","Rover drills Mars","de","Rover bohrt Mars","youtube","False"
"1321","Rover drills Mars","de","Rover bohrt Mars","dailymotion","False"
"1322","Rover drills Mars","jp","ローバーが火星を掘削","youtube","False"
"1323","Rover drills Mars","jp","ローバーが火星を掘削","dailymotion","False"
"1324","Rover drills Mars","id","Rover melatih Mars","youtube","False"
"1325","Rover drills Mars","id","Rover melatih Mars","dailymotion","False"
"1326","Greenland ice free","en","Greenland ice free","youtube","False"
"1327","Greenland ice free","en","Greenland ice free","dailymotion","False"
"1328","Greenland ice free","zh-cn","格陵兰无冰","youtube","False"
"1329","Greenland ice free","zh-cn","格陵兰无冰","dailymotion","False"
"1330","Greenland ice free","hi","ग्रीनलैंड बर्फ मुक्त","youtube","False"
"1331","Greenland ice free","hi","ग्रीनलैंड बर्फ मुक्त","dailymotion","False"
"1332","Greenland ice free","es","Groenlandia libre de hielo","youtube","False"
"1333","Greenland ice free","es","Groenlandia libre de hielo","dailymotion","False"
"1334","Greenland ice free","ar","جرينلاند خالية من الجليد","youtube","False"
"1335","Greenland ice free","ar","جرينلاند خالية من الجليد","dailymotion","False"
"1336","Greenland ice free","bn","গ্রিনল্যান্ড বরফ মুক্ত","youtube","False"
"1337","Greenland ice free","bn","গ্রিনল্যান্ড বরফ মুক্ত","dailymotion","False"
"1338","Greenland ice free","fr","Groenland sans glace","youtube","False"
"1339","Greenland ice free","fr","Groenland sans glace","dailymotion","False"
"1340","Greenland ice free","ru","Гренландия без льда","youtube","False"
"1341","Greenland ice free","ru","Гренландия без льда","dailymotion","False"
"1342","Greenland ice free","pt","Gelo da Groenlândia livre","youtube","False"
"1343","Greenland ice free","pt","Gelo da Groenlândia livre","dailymotion","False"
"1344","Greenland ice free","ur","گرین لینڈ آئس فری۔","youtube","False"
"1345","Greenland ice free","ur","گرین لینڈ آئس فری۔","dailymotion","False"
"1346","Greenland ice free","de","Grönland eisfrei","youtube","False"
"1347","Greenland ice free","de","Grönland eisfrei","dailymotion","False"
"1348","Greenland ice free","jp","グリーンランドアイスフリー","youtube","False"
"1349","Greenland ice free","jp","グリーンランドアイスフリー","dailymotion","False"
"1350","Greenland ice free","id","Bebas es Greenland","youtube","False"
"1351","Greenland ice free","id","Bebas es Greenland","dailymotion","False"
"1352","Bitcoin mining emissions","en","Bitcoin mining emissions","youtube","False"
"1353","Bitcoin mining emissions","en","Bitcoin mining emissions","dailymotion","False"
"1354","Bitcoin mining emissions","zh-cn","比特币挖矿排放","youtube","False"
"1355","Bitcoin mining emissions","zh-cn","比特币挖矿排放","dailymotion","False"
"1356","Bitcoin mining emissions","hi","बिटकॉइन खनन उत्सर्जन","youtube","False"
"1357","Bitcoin mining emissions","hi","बिटकॉइन खनन उत्सर्जन","dailymotion","False"
"1358","Bitcoin mining emissions","es","Emisiones mineras de Bitcoin","youtube","False"
"1359","Bitcoin mining emissions","es","Emisiones mineras de Bitcoin","dailymotion","False"
"1360","Bitcoin mining emissions","ar","انبعاثات تعدين البيتكوين","youtube","False"
"1361","Bitcoin mining emissions","ar","انبعاثات تعدين البيتكوين","dailymotion","False"
"1362","Bitcoin mining emissions","bn","বিটকয়েন খনির নির্গমন","youtube","False"
"1363","Bitcoin mining emissions","bn","বিটকয়েন খনির নির্গমন","dailymotion","False"
"1364","Bitcoin mining emissions","fr","Émissions minières de Bitcoin","youtube","False"
"1365","Bitcoin mining emissions","fr","Émissions minières de Bitcoin","dailymotion","False"
"1366","Bitcoin mining emissions","ru","Выбросы от майнинга биткойнов","youtube","False"
"1367","Bitcoin mining emissions","ru","Выбросы от майнинга биткойнов","dailymotion","False"
"1368","Bitcoin mining emissions","pt","Emissões de mineração de Bitcoin","youtube","False"
"1369","Bitcoin mining emissions","pt","Emissões de mineração de Bitcoin","dailymotion","False"
"1370","Bitcoin mining emissions","ur","بٹ کوائن کان کنی کا اخراج۔","youtube","False"
"1371","Bitcoin mining emissions","ur","بٹ کوائن کان کنی کا اخراج۔","dailymotion","False"
"1372","Bitcoin mining emissions","de","Bitcoin-Mining-Emissionen","youtube","False"
"1373","Bitcoin mining emissions","de","Bitcoin-Mining-Emissionen","dailymotion","False"
"1374","Bitcoin mining emissions","jp","ビットコインマイニング排出量","youtube","False"
"1375","Bitcoin mining emissions","jp","ビットコインマイニング排出量","dailymotion","False"
"1376","Bitcoin mining emissions","id","Emisi penambangan Bitcoin","youtube","False"
"1377","Bitcoin mining emissions","id","Emisi penambangan Bitcoin","dailymotion","False"
"1378","Morning glory pop-up spring","en","Morning glory pop-up spring","youtube","False"
"1379","Morning glory pop-up spring","en","Morning glory pop-up spring","dailymotion","False"
"1380","Morning glory pop-up spring","zh-cn","牵牛花弹出春天","youtube","False"
"1381","Morning glory pop-up spring","zh-cn","牵牛花弹出春天","dailymotion","False"
"1382","Morning glory pop-up spring","hi","मॉर्निंग ग्लोरी पॉप-अप स्प्रिंग","youtube","False"
"1383","Morning glory pop-up spring","hi","मॉर्निंग ग्लोरी पॉप-अप स्प्रिंग","dailymotion","False"
"1384","Morning glory pop-up spring","es","Primavera emergente de gloria de la mañana","youtube","False"
"1385","Morning glory pop-up spring","es","Primavera emergente de gloria de la mañana","dailymotion","False"
"1386","Morning glory pop-up spring","ar","مجد الصباح المنبثقة الربيع","youtube","False"
"1387","Morning glory pop-up spring","ar","مجد الصباح المنبثقة الربيع","dailymotion","False"
"1388","Morning glory pop-up spring","bn","সকালের গৌরব পপ-আপ বসন্ত","youtube","False"
"1389","Morning glory pop-up spring","bn","সকালের গৌরব পপ-আপ বসন্ত","dailymotion","False"
"1390","Morning glory pop-up spring","fr","Morning glory pop-up printemps","youtube","False"
"1391","Morning glory pop-up spring","fr","Morning glory pop-up printemps","dailymotion","False"
"1392","Morning glory pop-up spring","ru","Ипомея всплывающая весна","youtube","False"
"1393","Morning glory pop-up spring","ru","Ипомея всплывающая весна","dailymotion","False"
"1394","Morning glory pop-up spring","pt","Manhã de primavera pop-up","youtube","False"
"1395","Morning glory pop-up spring","pt","Manhã de primavera pop-up","dailymotion","False"
"1396","Morning glory pop-up spring","ur","صبح کی شان پاپ اپ موسم بہار۔","youtube","False"
"1397","Morning glory pop-up spring","ur","صبح کی شان پاپ اپ موسم بہار۔","dailymotion","False"
"1398","Morning glory pop-up spring","de","Morning Glory Pop-up Frühling","youtube","False"
"1399","Morning glory pop-up spring","de","Morning Glory Pop-up Frühling","dailymotion","False"
"1400","Morning glory pop-up spring","jp","アサガオポップアップ春","youtube","False"
"1401","Morning glory pop-up spring","jp","アサガオポップアップ春","dailymotion","False"
"1402","Morning glory pop-up spring","id","Musim semi pop-up morning glory","youtube","False"
"1403","Morning glory pop-up spring","id","Musim semi pop-up morning glory","dailymotion","False"
"1404","archaea yellowstone park","en","archaea yellowstone park","youtube","False"
"1405","archaea yellowstone park","en","archaea yellowstone park","dailymotion","False"
"1406","archaea yellowstone park","zh-cn","古细菌黄石公园","youtube","False"
"1407","archaea yellowstone park","zh-cn","古细菌黄石公园","dailymotion","False"
"1408","archaea yellowstone park","hi","आर्किया येलोस्टोन पार्क","youtube","False"
"1409","archaea yellowstone park","hi","आर्किया येलोस्टोन पार्क","dailymotion","False"
"1410","archaea yellowstone park","es","parque archaea yellowstone","youtube","False"
"1411","archaea yellowstone park","es","parque archaea yellowstone","dailymotion","False"
"1412","archaea yellowstone park","ar","حديقة يلوستون العتيقة","youtube","False"
"1413","archaea yellowstone park","ar","حديقة يلوستون العتيقة","dailymotion","False"
"1414","archaea yellowstone park","bn","আর্কিয়া ইয়েলস্টোন পার্ক","youtube","False"
"1415","archaea yellowstone park","bn","আর্কিয়া ইয়েলস্টোন পার্ক","dailymotion","False"
"1416","archaea yellowstone park","fr","parc archaea yellowstone","youtube","False"
"1417","archaea yellowstone park","fr","parc archaea yellowstone","dailymotion","False"
"1418","archaea yellowstone park","ru","архей йеллоустонский парк","youtube","False"
"1419","archaea yellowstone park","ru","архей йеллоустонский парк","dailymotion","False"
"1420","archaea yellowstone park","pt","Parque Archaea Yellowstone","youtube","False"
"1421","archaea yellowstone park","pt","Parque Archaea Yellowstone","dailymotion","False"
"1422","archaea yellowstone park","ur","آرکیا یلو اسٹون پارک۔","youtube","False"
"1423","archaea yellowstone park","ur","آرکیا یلو اسٹون پارک۔","dailymotion","False"
"1424","archaea yellowstone park","de","Archaea Yellowstone Park","youtube","False"
"1425","archaea yellowstone park","de","Archaea Yellowstone Park","dailymotion","False"
"1426","archaea yellowstone park","jp","古細菌イエローストーン公園","youtube","False"
"1427","archaea yellowstone park","jp","古細菌イエローストーン公園","dailymotion","False"
"1428","archaea yellowstone park","id","taman batu kuning archaea","youtube","False"
"1429","archaea yellowstone park","id","taman batu kuning archaea","dailymotion","False"
"1430","Borgs","en","Borgs","youtube","False"
"1431","Borgs","en","Borgs","dailymotion","False"
"1432","Borgs","zh-cn","博格斯","youtube","False"
"1433","Borgs","zh-cn","博格斯","dailymotion","False"
"1434","Borgs","hi","बोर्गो","youtube","False"
"1435","Borgs","hi","बोर्गो","dailymotion","False"
"1436","Borgs","es","Borgs","youtube","False"
"1437","Borgs","es","Borgs","dailymotion","False"
"1438","Borgs","ar","بورغس","youtube","False"
"1439","Borgs","ar","بورغس","dailymotion","False"
"1440","Borgs","bn","Borgs","youtube","False"
"1441","Borgs","bn","Borgs","dailymotion","False"
"1442","Borgs","fr","Borgs","youtube","False"
"1443","Borgs","fr","Borgs","dailymotion","False"
"1444","Borgs","ru","Борги","youtube","False"
"1445","Borgs","ru","Борги","dailymotion","False"
"1446","Borgs","pt","Borgs","youtube","False"
"1447","Borgs","pt","Borgs","dailymotion","False"
"1448","Borgs","ur","بورگس۔","youtube","False"
"1449","Borgs","ur","بورگس۔","dailymotion","False"
"1450","Borgs","de","Borgs","youtube","False"
"1451","Borgs","de","Borgs","dailymotion","False"
"1452","Borgs","jp","ボーグ","youtube","False"
"1453","Borgs","jp","ボーグ","dailymotion","False"
"1454","Borgs","id","Borgs","youtube","False"
"1455","Borgs","id","Borgs","dailymotion","False"
"1456","light behind black hole","en","light behind black hole","youtube","False"
"1457","light behind black hole","en","light behind black hole","dailymotion","False"
"1458","light behind black hole","zh-cn","黑洞背后的光","youtube","False"
"1459","light behind black hole","zh-cn","黑洞背后的光","dailymotion","False"
"1460","light behind black hole","hi","ब्लैक होल के पीछे का प्रकाश","youtube","False"
"1461","light behind black hole","hi","ब्लैक होल के पीछे का प्रकाश","dailymotion","False"
"1462","light behind black hole","es","luz detrás del agujero negro","youtube","False"
"1463","light behind black hole","es","luz detrás del agujero negro","dailymotion","False"
"1464","light behind black hole","ar","الضوء خلف الثقب الأسود","youtube","False"
"1465","light behind black hole","ar","الضوء خلف الثقب الأسود","dailymotion","False"
"1466","light behind black hole","bn","কালো গহ্বরের পিছনে আলো","youtube","False"
"1467","light behind black hole","bn","কালো গহ্বরের পিছনে আলো","dailymotion","False"
"1468","light behind black hole","fr","lumière derrière le trou noir","youtube","False"
"1469","light behind black hole","fr","lumière derrière le trou noir","dailymotion","False"
"1470","light behind black hole","ru","свет за черной дырой","youtube","False"
"1471","light behind black hole","ru","свет за черной дырой","dailymotion","False"
"1472","light behind black hole","pt","luz atrás do buraco negro","youtube","False"
"1473","light behind black hole","pt","luz atrás do buraco negro","dailymotion","False"
"1474","light behind black hole","ur","بلیک ہول کے پیچھے روشنی","youtube","False"
"1475","light behind black hole","ur","بلیک ہول کے پیچھے روشنی","dailymotion","False"
"1476","light behind black hole","de","Licht hinter Schwarzem Loch","youtube","False"
"1477","light behind black hole","de","Licht hinter Schwarzem Loch","dailymotion","False"
"1478","light behind black hole","jp","ブラックホールの後ろの光","youtube","False"
"1479","light behind black hole","jp","ブラックホールの後ろの光","dailymotion","False"
"1480","light behind black hole","id","cahaya di balik lubang hitam","youtube","False"
"1481","light behind black hole","id","cahaya di balik lubang hitam","dailymotion","False"
"1482","Bioprinting meat","en","Bioprinting meat","youtube","False"
"1483","Bioprinting meat","en","Bioprinting meat","dailymotion","False"
"1484","Bioprinting meat","zh-cn","生物打印肉","youtube","False"
"1485","Bioprinting meat","zh-cn","生物打印肉","dailymotion","False"
"1486","Bioprinting meat","hi","बायोप्रिंटिंग मांस","youtube","False"
"1487","Bioprinting meat","hi","बायोप्रिंटिंग मांस","dailymotion","False"
"1488","Bioprinting meat","es","Carne de bioimpresión","youtube","False"
"1489","Bioprinting meat","es","Carne de bioimpresión","dailymotion","False"
"1490","Bioprinting meat","ar","اللحوم المطبعية الحيوية","youtube","False"
"1491","Bioprinting meat","ar","اللحوم المطبعية الحيوية","dailymotion","False"
"1492","Bioprinting meat","bn","বায়োপ্রিন্টিং মাংস","youtube","False"
"1493","Bioprinting meat","bn","বায়োপ্রিন্টিং মাংস","dailymotion","False"
"1494","Bioprinting meat","fr","Viande bio-imprimée","youtube","False"
"1495","Bioprinting meat","fr","Viande bio-imprimée","dailymotion","False"
"1496","Bioprinting meat","ru","Биопечать мяса","youtube","False"
"1497","Bioprinting meat","ru","Биопечать мяса","dailymotion","False"
"1498","Bioprinting meat","pt","Biimpressão de carne","youtube","False"
"1499","Bioprinting meat","pt","Biimpressão de carne","dailymotion","False"
"1500","Bioprinting meat","ur","بایو پرنٹنگ گوشت۔","youtube","False"
"1501","Bioprinting meat","ur","بایو پرنٹنگ گوشت۔","dailymotion","False"
"1502","Bioprinting meat","de","Bioprinting Fleisch","youtube","False"
"1503","Bioprinting meat","de","Bioprinting Fleisch","dailymotion","False"
"1504","Bioprinting meat","jp","肉のバイオプリンティング","youtube","False"
"1505","Bioprinting meat","jp","肉のバイオプリンティング","dailymotion","False"
"1506","Bioprinting meat","id","Daging bioprinting","youtube","False"
"1507","Bioprinting meat","id","Daging bioprinting","dailymotion","False"
"1508","Qeqertaq Avannarleq","en","Qeqertaq Avannarleq","youtube","False"
"1509","Qeqertaq Avannarleq","en","Qeqertaq Avannarleq","dailymotion","False"
"1510","Qeqertaq Avannarleq","zh-cn","Qeqertaq 阿凡纳莱克","youtube","False"
"1511","Qeqertaq Avannarleq","zh-cn","Qeqertaq 阿凡纳莱克","dailymotion","False"
"1512","Qeqertaq Avannarleq","hi","क्यूकरताक अवन्नारलेक़","youtube","False"
"1513","Qeqertaq Avannarleq","hi","क्यूकरताक अवन्नारलेक़","dailymotion","False"
"1514","Qeqertaq Avannarleq","es","Qeqertaq Avannarleq","youtube","False"
"1515","Qeqertaq Avannarleq","es","Qeqertaq Avannarleq","dailymotion","False"
"1516","Qeqertaq Avannarleq","ar","ققرطاك افنارلق","youtube","False"
"1517","Qeqertaq Avannarleq","ar","ققرطاك افنارلق","dailymotion","False"
"1518","Qeqertaq Avannarleq","bn","Qeqertaq Avannarleq","youtube","False"
"1519","Qeqertaq Avannarleq","bn","Qeqertaq Avannarleq","dailymotion","False"
"1520","Qeqertaq Avannarleq","fr","Qeqertaq Avannarleq","youtube","False"
"1521","Qeqertaq Avannarleq","fr","Qeqertaq Avannarleq","dailymotion","False"
"1522","Qeqertaq Avannarleq","ru","Qeqertaq Avannarleq","youtube","False"
"1523","Qeqertaq Avannarleq","ru","Qeqertaq Avannarleq","dailymotion","False"
"1524","Qeqertaq Avannarleq","pt","Qeqertaq Avannarleq","youtube","False"
"1525","Qeqertaq Avannarleq","pt","Qeqertaq Avannarleq","dailymotion","False"
"1526","Qeqertaq Avannarleq","ur","قیرطاق ایوانارلیق۔","youtube","False"
"1527","Qeqertaq Avannarleq","ur","قیرطاق ایوانارلیق۔","dailymotion","False"
"1528","Qeqertaq Avannarleq","de","Qeqertaq Avannarleq","youtube","False"
"1529","Qeqertaq Avannarleq","de","Qeqertaq Avannarleq","dailymotion","False"
"1530","Qeqertaq Avannarleq","jp","Qeqertaq Avannarleq","youtube","False"
"1531","Qeqertaq Avannarleq","jp","Qeqertaq Avannarleq","dailymotion","False"
"1532","Qeqertaq Avannarleq","id","Qeqertaq Avannarleq","youtube","False"
"1533","Qeqertaq Avannarleq","id","Qeqertaq Avannarleq","dailymotion","False"
"1534","Greenland new island","en","Greenland new island","youtube","False"
"1535","Greenland new island","en","Greenland new island","dailymotion","False"
"1536","Greenland new island","zh-cn","格陵兰新岛","youtube","False"
"1537","Greenland new island","zh-cn","格陵兰新岛","dailymotion","False"
"1538","Greenland new island","hi","ग्रीनलैंड न्यू आइलैंड","youtube","False"
"1539","Greenland new island","hi","ग्रीनलैंड न्यू आइलैंड","dailymotion","False"
"1540","Greenland new island","es","Isla nueva de Groenlandia","youtube","False"
"1541","Greenland new island","es","Isla nueva de Groenlandia","dailymotion","False"
"1542","Greenland new island","ar","جزيرة جرينلاند الجديدة","youtube","False"
"1543","Greenland new island","ar","جزيرة جرينلاند الجديدة","dailymotion","False"
"1544","Greenland new island","bn","গ্রিনল্যান্ড নতুন দ্বীপ","youtube","False"
"1545","Greenland new island","bn","গ্রিনল্যান্ড নতুন দ্বীপ","dailymotion","False"
"1546","Greenland new island","fr","Nouvelle île du Groenland","youtube","False"
"1547","Greenland new island","fr","Nouvelle île du Groenland","dailymotion","False"
"1548","Greenland new island","ru","Новый остров Гренландия","youtube","False"
"1549","Greenland new island","ru","Новый остров Гренландия","dailymotion","False"
"1550","Greenland new island","pt","Nova ilha da Groenlândia","youtube","False"
"1551","Greenland new island","pt","Nova ilha da Groenlândia","dailymotion","False"
"1552","Greenland new island","ur","گرین لینڈ نیا جزیرہ۔","youtube","False"
"1553","Greenland new island","ur","گرین لینڈ نیا جزیرہ۔","dailymotion","False"
"1554","Greenland new island","de","Grönland neue Insel","youtube","False"
"1555","Greenland new island","de","Grönland neue Insel","dailymotion","False"
"1556","Greenland new island","jp","グリーンランド新島","youtube","False"
"1557","Greenland new island","jp","グリーンランド新島","dailymotion","False"
"1558","Greenland new island","id","Pulau baru Greenland","youtube","False"
"1559","Greenland new island","id","Pulau baru Greenland","dailymotion","False"
"1560","Northern most landmass","en","Northern most landmass","youtube","False"
"1561","Northern most landmass","en","Northern most landmass","dailymotion","False"
"1562","Northern most landmass","zh-cn","大陆最北端","youtube","False"
"1563","Northern most landmass","zh-cn","大陆最北端","dailymotion","False"
"1564","Northern most landmass","hi","सबसे उत्तरी भूभाग","youtube","False"
"1565","Northern most landmass","hi","सबसे उत्तरी भूभाग","dailymotion","False"
"1566","Northern most landmass","es","Masa continental más septentrional","youtube","False"
"1567","Northern most landmass","es","Masa continental más septentrional","dailymotion","False"
"1568","Northern most landmass","ar","معظم اليابسة الشمالية","youtube","False"
"1569","Northern most landmass","ar","معظم اليابسة الشمالية","dailymotion","False"
"1570","Northern most landmass","bn","সবচেয়ে উত্তরের স্থলভাগ","youtube","False"
"1571","Northern most landmass","bn","সবচেয়ে উত্তরের স্থলভাগ","dailymotion","False"
"1572","Northern most landmass","fr","Masse continentale la plus au nord","youtube","False"
"1573","Northern most landmass","fr","Masse continentale la plus au nord","dailymotion","False"
"1574","Northern most landmass","ru","Самый северный континент","youtube","False"
"1575","Northern most landmass","ru","Самый северный континент","dailymotion","False"
"1576","Northern most landmass","pt","Mais ao norte da massa de terra","youtube","False"
"1577","Northern most landmass","pt","Mais ao norte da massa de terra","dailymotion","False"
"1578","Northern most landmass","ur","شمالی بیشتر زمین کا علاقہ۔","youtube","False"
"1579","Northern most landmass","ur","شمالی بیشتر زمین کا علاقہ۔","dailymotion","False"
"1580","Northern most landmass","de","Nördlichste Landmasse","youtube","False"
"1581","Northern most landmass","de","Nördlichste Landmasse","dailymotion","False"
"1582","Northern most landmass","jp","最北端の陸地","youtube","False"
"1583","Northern most landmass","jp","最北端の陸地","dailymotion","False"
"1584","Northern most landmass","id","Daratan paling utara","youtube","False"
"1585","Northern most landmass","id","Daratan paling utara","dailymotion","False"
"1586","sampling Mars rock","en","sampling Mars rock","youtube","False"
"1587","sampling Mars rock","en","sampling Mars rock","dailymotion","False"
"1588","sampling Mars rock","zh-cn","取样火星岩石","youtube","False"
"1589","sampling Mars rock","zh-cn","取样火星岩石","dailymotion","False"
"1590","sampling Mars rock","hi","नमूना मार्स रॉक","youtube","False"
"1591","sampling Mars rock","hi","नमूना मार्स रॉक","dailymotion","False"
"1592","sampling Mars rock","es","muestreo de roca de Marte","youtube","False"
"1593","sampling Mars rock","es","muestreo de roca de Marte","dailymotion","False"
"1594","sampling Mars rock","ar","أخذ عينات من صخور المريخ","youtube","False"
"1595","sampling Mars rock","ar","أخذ عينات من صخور المريخ","dailymotion","False"
"1596","sampling Mars rock","bn","মঙ্গল পাথরের নমুনা","youtube","False"
"1597","sampling Mars rock","bn","মঙ্গল পাথরের নমুনা","dailymotion","False"
"1598","sampling Mars rock","fr","échantillonner la roche de Mars","youtube","False"
"1599","sampling Mars rock","fr","échantillonner la roche de Mars","dailymotion","False"
"1600","sampling Mars rock","ru","отбор проб Марса","youtube","False"
"1601","sampling Mars rock","ru","отбор проб Марса","dailymotion","False"
"1602","sampling Mars rock","pt","amostragem de rocha de Marte","youtube","False"
"1603","sampling Mars rock","pt","amostragem de rocha de Marte","dailymotion","False"
"1604","sampling Mars rock","ur","مریخ کی چٹان کا نمونہ","youtube","False"
"1605","sampling Mars rock","ur","مریخ کی چٹان کا نمونہ","dailymotion","False"
"1606","sampling Mars rock","de","Probenahme von Marsgestein","youtube","False"
"1607","sampling Mars rock","de","Probenahme von Marsgestein","dailymotion","False"
"1608","sampling Mars rock","jp","火星の岩のサンプリング","youtube","False"
"1609","sampling Mars rock","jp","火星の岩のサンプリング","dailymotion","False"
"1610","sampling Mars rock","id","pengambilan sampel batuan Mars","youtube","False"
"1611","sampling Mars rock","id","pengambilan sampel batuan Mars","dailymotion","False"
"1612","human footprints New Mexico","en","human footprints New Mexico","youtube","False"
"1613","human footprints New Mexico","en","human footprints New Mexico","dailymotion","False"
"1614","human footprints New Mexico","zh-cn","人类足迹新墨西哥","youtube","False"
"1615","human footprints New Mexico","zh-cn","人类足迹新墨西哥","dailymotion","False"
"1616","human footprints New Mexico","hi","मानव पैरों के निशान न्यू मैक्सिको","youtube","False"
"1617","human footprints New Mexico","hi","मानव पैरों के निशान न्यू मैक्सिको","dailymotion","False"
"1618","human footprints New Mexico","es","huellas humanas nuevo mexico","youtube","False"
"1619","human footprints New Mexico","es","huellas humanas nuevo mexico","dailymotion","False"
"1620","human footprints New Mexico","ar","آثار أقدام بشرية نيو مكسيكو","youtube","False"
"1621","human footprints New Mexico","ar","آثار أقدام بشرية نيو مكسيكو","dailymotion","False"
"1622","human footprints New Mexico","bn","মানুষের পায়ের ছাপ নিউ মেক্সিকো","youtube","False"
"1623","human footprints New Mexico","bn","মানুষের পায়ের ছাপ নিউ মেক্সিকো","dailymotion","False"
"1624","human footprints New Mexico","fr","empreintes humaines Nouveau-Mexique","youtube","False"
"1625","human footprints New Mexico","fr","empreintes humaines Nouveau-Mexique","dailymotion","False"
"1626","human footprints New Mexico","ru","человеческие следы Нью-Мексико","youtube","False"
"1627","human footprints New Mexico","ru","человеческие следы Нью-Мексико","dailymotion","False"
"1628","human footprints New Mexico","pt","pegadas humanas Novo México","youtube","False"
"1629","human footprints New Mexico","pt","pegadas humanas Novo México","dailymotion","False"
"1630","human footprints New Mexico","ur","انسانی پاؤں کے نشانات نیو میکسیکو","youtube","False"
